X,Y,CCN,REPORT_DAT,SHIFT,METHOD,OFFENSE,BLOCK,XBLOCK,YBLOCK,WARD,ANC,DISTRICT,PSA,NEIGHBORHOOD_CLUSTER,BLOCK_GROUP,CENSUS_TRACT,VOTING_PRECINCT,LATITUDE,LONGITUDE,BID,START_DATE,END_DATE,OBJECTID,OCTO_RECORD_ID
-77.066087817084025,38.906382311856639,19008954,2019-01-16T14:34:24.000Z,DAY,OTHERS,THEFT F/AUTO,1228 - 1299 BLOCK OF 33RD STREET NW,394268,137615,2,2E,2,206,Cluster 4,000202 3,000202,Precinct 6,38.906374524902,-77.0660855125791,,2019-01-16T12:45:31.000Z,2019-01-16T13:20:50.000Z,259275100,19008954-01
-76.981518394429017,38.871681254720734,19008956,2019-01-16T14:50:59.000Z,DAY,OTHERS,THEFT/OTHER,1600 - 1699 BLOCK OF FAIRLAWN AVENUE SE,401604,133761,8,8A,6,607,Cluster 34,007601 4,007601,Precinct 140,38.8716734716131,-76.9815161183739,,2019-01-16T13:50:58.000Z,,259275101,19008956-01
-77.025997573510622,38.897831163794208,19008959,2019-01-16T15:42:02.000Z,EVENING,OTHERS,THEFT F/AUTO,600 - 699 BLOCK OF 10TH STREET NW,397745,136664,2,2C,2,209,Cluster 8,005800 1,005800,Precinct 129,38.8978233770674,-77.0259952820107,DOWNTOWN,2019-01-16T13:28:54.000Z,,259275102,19008959-01
-77.021927898292134,38.896705953038818,19008961,2019-01-16T15:01:41.000Z,EVENING,OTHERS,THEFT F/AUTO,500 - 599 BLOCK OF 7TH STREET NW,398098,136539,2,2C,1,101,Cluster 8,005800 1,005800,Precinct 129,38.8966981663872,-77.0219256081281,DOWNTOWN,2019-01-16T12:30:30.000Z,2019-01-16T12:55:34.000Z,259275103,19008961-01
-77.047723937291309,38.909643270375732,19008964,2019-01-16T18:15:42.000Z,EVENING,OTHERS,THEFT/OTHER,2100 - 2199 BLOCK OF P STREET NW,395861,137976,2,2B,2,208,Cluster 6,005500 4,005500,Precinct 14,38.909635482078,-77.0477216383045,,2019-01-16T14:23:29.000Z,2019-01-16T15:22:33.000Z,259275104,19008964-01
-77.00905318781659,38.910013000656853,19008965,2019-01-16T14:56:11.000Z,DAY,OTHERS,THEFT F/AUTO,1500 - 1519 BLOCK OF NORTH CAPITOL STREET,399215,138016,5,5E,3,308,Cluster 21,010600 2,010600,Precinct 19,38.9100052108419,-77.0090509008493,NOMA,2019-01-16T12:30:53.000Z,2019-01-16T14:15:58.000Z,259275105,19008965-01
-77.025180167861663,38.93352236556774,19008980,2019-01-16T15:34:22.000Z,EVENING,OTHERS,THEFT F/AUTO,700 - 799 BLOCK OF NEWTON PLACE NW,397817,140626,1,1A,4,409,Cluster 2,003100 1,003100,Precinct 43,38.9335145716158,-77.0251778744345,,2019-01-16T14:40:35.000Z,,259275106,19008980-01
-77.044240873588095,38.907906030211464,19008988,2019-01-16T18:12:10.000Z,EVENING,OTHERS,THEFT F/AUTO,1900 - 1999 BLOCK OF SUNDERLAND PLACE NW,396163,137783,2,2B,2,208,Cluster 6,010700 2,010700,Precinct 14,38.9078982421339,-77.044238575792,,2019-01-16T15:10:42.000Z,2019-01-16T17:09:53.000Z,259275107,19008988-01
-77.051421285652694,38.90450694197159,19008989,2019-01-16T17:02:56.000Z,EVENING,OTHERS,MOTOR VEHICLE THEFT,1100 - 1199 BLOCK OF 24TH STREET NW,395540,137406,2,2A,2,207,Cluster 5,005500 2,005500,Precinct 4,38.9044991548473,-77.0514189858287,,2019-01-16T15:24:23.000Z,2019-01-16T17:03:16.000Z,259275108,19008989-01
-77.036500204836045,38.921853610147366,19008993,2019-01-16T21:17:33.000Z,EVENING,OTHERS,THEFT F/AUTO,2400 - 2479 BLOCK OF 16TH STREET NW,396835,139331,1,1C,3,303,Cluster 1,003800 2,003800,Precinct 24,38.9218458189695,-77.0364979085974,,2019-01-15T10:00:28.000Z,2019-01-16T16:10:47.000Z,259275109,19008993-01
-76.982017741731411,38.902210736522115,19008998,2019-01-16T16:09:49.000Z,EVENING,OTHERS,THEFT/OTHER,900 - 999 BLOCK OF BLADENSBURG ROAD NE,401560,137150,5,5D,5,506,Cluster 23,008802 2,008802,Precinct 77,38.9022029472732,-76.9820154636605,,2019-01-16T15:23:41.000Z,,259275110,19008998-01
-76.982017741731411,38.902210736522115,19008999,2019-01-16T16:25:38.000Z,EVENING,OTHERS,THEFT/OTHER,900 - 999 BLOCK OF BLADENSBURG ROAD NE,401560,137150,5,5D,5,506,Cluster 23,008802 2,008802,Precinct 77,38.9022029472732,-76.9820154636605,,2019-01-16T15:56:10.000Z,,259275111,19008999-01
-77.023726569646769,38.932432664699725,19009000,2019-01-16T16:04:02.000Z,EVENING,OTHERS,THEFT F/AUTO,3400 - 3499 BLOCK OF GEORGIA AVENUE NW,397943,140505,1,1A,4,409,Cluster 2,003100 1,003100,Precinct 38,38.9324248709131,-77.023724276739,,2019-01-16T14:30:22.000Z,2019-01-16T15:30:56.000Z,259275112,19009000-01
-76.962707375302628,38.880234741941692,19009002,2019-01-16T17:47:50.000Z,EVENING,OTHERS,THEFT/OTHER,3100 - 3111 BLOCK OF G STREET SE,403236,134711,7,7B,6,605,Cluster 34,007709 1,007709,Precinct 132,38.8802269564079,-76.9627051045851,,2018-10-02T11:23:06.000Z,2018-10-19T12:00:15.000Z,259275113,19009002-01
-77.058082836451547,38.934832073647613,19009010,2019-01-16T16:21:12.000Z,EVENING,OTHERS,THEFT/OTHER,3319 - 3499 BLOCK OF CONNECTICUT AVENUE NW,394964.33,140772.69,3,3C,2,203,Cluster 15,001302 2,001302,Precinct 27,38.9348242806608,-77.0580805326973,,2019-01-16T15:58:30.000Z,2019-01-16T16:00:31.000Z,259275114,19009010-01
-77.067518233589425,38.931577797347515,19009023,2019-01-16T16:38:19.000Z,EVENING,OTHERS,THEFT F/AUTO,3400 - 3499 BLOCK OF WOODLEY ROAD NW,394146,140412,3,3C,2,204,Cluster 15,000400 1,000400,Precinct 12,38.931570005369,-77.0675159270965,,2019-01-16T15:50:26.000Z,2019-01-16T15:55:59.000Z,259275115,19009023-01
-77.021603688119086,38.930027857955913,19009024,2019-01-16T16:34:14.000Z,EVENING,OTHERS,ROBBERY,500 - 699 BLOCK OF KENYON STREET NW,398127,140238,1,1A,4,409,Cluster 2,003200 4,003200,Precinct 38,38.9300200645747,-77.0216013960196,,2019-01-15T15:38:14.000Z,2019-01-15T15:50:41.000Z,259275116,19009024-01
-77.021290402010848,38.923686060838712,19009030,2019-01-16T17:19:18.000Z,EVENING,OTHERS,THEFT F/AUTO,2390 - 2699 BLOCK OF 6TH STREET NW,398154,139534,1,1B,3,306,Cluster 3,003400 2,003400,Precinct 37,38.9236782687239,-77.0212881103968,,2019-01-16T15:45:09.000Z,,259275117,19009030-01
-76.999471930193764,38.907644155386258,19009031,2019-01-16T16:53:58.000Z,EVENING,OTHERS,THEFT F/AUTO,400 - 499 BLOCK OF MORSE STREET NE,400046,137753,5,5D,5,501,Cluster 23,008803 1,008803,Precinct 76,38.9076363656918,-76.9994696463551,,2019-01-16T14:24:48.000Z,2019-01-16T15:40:16.000Z,259275118,19009031-01
-77.041701603525709,38.903141545815764,19009032,2019-01-16T23:18:36.000Z,MIDNIGHT,OTHERS,THEFT F/AUTO,1000 - 1099 BLOCK OF 18TH STREET NW,396383,137254,2,2B,2,207,Cluster 6,010700 1,010700,Precinct 17,38.903133758604,-77.0416993068115,GOLDEN TRIANGLE,2019-01-16T14:47:11.000Z,2019-01-16T17:00:45.000Z,259275119,19009032-01
-77.021660398239462,38.926883946039283,19009037,2019-01-16T17:03:43.000Z,EVENING,OTHERS,THEFT F/AUTO,500 - 699 BLOCK OF GRESHAM PLACE NW,398122,139889,1,1B,3,306,Cluster 3,003400 2,003400,Precinct 37,38.9268761532938,-77.0216581063146,,2019-01-16T15:00:04.000Z,2019-01-16T16:00:09.000Z,259275120,19009037-01
-76.991121339897518,38.934020198045985,19011895,2019-01-21T17:23:03.000Z,EVENING,OTHERS,THEFT F/AUTO,3600 - 3699 BLOCK OF 12TH STREET NE,400770,140681,5,5B,5,504,Cluster 22,009301 2,009301,Precinct 68,38.934012402723,-76.9911190570487,,2019-01-21T15:00:41.000Z,2019-01-21T17:00:31.000Z,259275121,19011895-01
-77.005893691262727,38.906049530007046,19011898,2019-01-21T17:56:39.000Z,EVENING,OTHERS,THEFT/OTHER,1200 - 1229 BLOCK OF 1ST STREET NE,399489,137576,6,6C,5,501,Cluster 25,010600 2,010600,Precinct 83,38.9060417408735,-77.0058914055214,NOMA,2019-01-21T16:59:18.000Z,2019-01-21T17:03:27.000Z,259275122,19011898-01
-77.001960529574248,38.843765588334051,19011911,2019-01-21T18:31:18.000Z,EVENING,OTHERS,THEFT/OTHER,3100 - 3105 BLOCK OF WACLARK PLACE SE,399830,130662,8,8C,7,707,Cluster 39,010400 1,010400,Precinct 123,38.8437578116229,-77.0019582488531,,2019-01-21T17:08:51.000Z,2019-01-21T18:04:09.000Z,259275123,19011911-01
-77.021992866321952,38.92047896730363,19011912,2019-01-21T17:52:36.000Z,EVENING,OTHERS,THEFT F/AUTO,2300 2349  BLOCK OF GEORGIA AVENUE NW,398093,139178,1,1B,3,305,Cluster 3,003500 2,003500,Precinct 37,38.9204711758614,-77.0219905746853,,2019-01-20T23:00:50.000Z,2019-01-21T04:00:59.000Z,259275124,19011912-01
-77.001709843594085,38.957802390388288,19011913,2019-01-21T22:34:17.000Z,EVENING,OTHERS,THEFT F/AUTO,300  - 399 BLOCK OF RIGGS ROAD NE,399852,143321,4,4B,4,406,Cluster 19,009505 3,009505,Precinct 65,38.957794590669,-77.0017075559917,,2019-01-21T16:00:12.000Z,2019-01-21T17:15:35.000Z,259275125,19011913-01
-76.992587757643776,38.918255745142289,19011915,2019-01-21T21:15:30.000Z,EVENING,OTHERS,THEFT F/AUTO,901 - 999 BLOCK OF BRENTWOOD ROAD NE,400643,138931,5,5C,5,505,Cluster 22,009102 2,009102,Precinct 72,38.9182479530517,-76.9925854753014,,2019-01-21T15:30:58.000Z,2019-01-21T18:27:03.000Z,259275126,19011915-01
-77.032617620617515,38.904531721918559,19011918,2019-01-21T18:02:30.000Z,EVENING,OTHERS,THEFT/OTHER,1100 - 1199 BLOCK OF VERMONT AVENUE NW,397171,137408,2,2F,2,207,Cluster 8,010100 2,010100,Precinct 17,38.9045239340876,-77.0326153266469,DOWNTOWN,2019-01-21T17:07:20.000Z,,259275127,19011918-01
-76.99386725642421,38.923588748239183,19011923,2019-01-21T18:10:01.000Z,EVENING,OTHERS,THEFT F/AUTO,2542 - 2699 BLOCK OF REED STREET NE,400532,139523,5,5B,5,504,Cluster 21,009302 1,009302,Precinct 74,38.9235809551211,-76.9938649733575,,2019-01-21T17:30:45.000Z,2019-01-21T18:08:19.000Z,259275128,19011923-01
-77.023467286238727,38.915578148394118,19011925,2019-01-21T20:16:04.000Z,EVENING,OTHERS,THEFT F/AUTO,800 - 899 BLOCK OF T STREET NW,397965,138634,1,1B,3,305,Cluster 3,004400 2,004400,Precinct 137,38.9155703579947,-77.0234649944424,,2019-01-21T17:24:08.000Z,2019-01-21T18:48:10.000Z,259275129,19011925-01
-76.989284305690603,38.878402491646533,19011931,2019-01-21T18:39:55.000Z,EVENING,OTHERS,THEFT F/AUTO,1200 1299  BLOCK OF K STREET SE,400930,134507,6,6B,1,106,Cluster 26,007100 1,007100,Precinct 91,38.8783947074714,-76.9892820268079,,2019-01-21T14:30:21.000Z,2019-01-21T17:30:27.000Z,259275130,19011931-01
-76.988875738723166,38.911778457338301,19011955,2019-01-21T19:25:53.000Z,EVENING,OTHERS,ASSAULT W/DANGEROUS WEAPON,900 - 1020 BLOCK OF MOUNT OLIVET ROAD NE,400965,138212,5,5D,5,506,Cluster 23,008803 1,008803,Precinct 76,38.9117706664153,-76.9888734579324,,2019-01-21T17:40:31.000Z,2019-01-21T19:26:14.000Z,259275131,19011955-01
-77.027569928399245,38.909649764547083,19011956,2019-01-21T19:10:21.000Z,EVENING,OTHERS,THEFT F/AUTO,1100 - 1199 BLOCK OF P STREET NW,397609,137976,2,2F,3,307,Cluster 7,005002 3,005002,Precinct 17,38.9096419754959,-77.0275676356877,,2019-01-21T17:45:40.000Z,,259275132,19011956-01
-76.981371881710288,38.903210562863414,19011964,2019-01-21T20:48:08.000Z,EVENING,OTHERS,ROBBERY,1000 - 1099 BLOCK OF BLADENSBURG ROAD NE,401616,137261,5,5D,5,506,Cluster 23,008802 1,008802,Precinct 77,38.9032027733888,-76.9813696037795,,2019-01-21T18:24:45.000Z,,259275133,19011964-01
-77.039672557019372,38.903151260846528,19011966,2019-01-21T21:22:57.000Z,EVENING,OTHERS,THEFT/OTHER,1000 - 1099 BLOCK OF CONNECTICUT AVENUE NW,396559,137255,2,2B,2,207,Cluster 6,010700 1,010700,Precinct 17,38.9031434735571,-77.0396702609364,GOLDEN TRIANGLE,2019-01-21T19:03:13.000Z,2019-01-21T19:04:57.000Z,259275134,19011966-01
-76.993763643182518,38.92158889501443,19011971,2019-01-21T19:37:38.000Z,EVENING,OTHERS,THEFT/OTHER,2300 - 2499 BLOCK OF WASHINGTON PLACE NE,400541,139301,5,5C,5,505,Cluster 22,009102 2,009102,Precinct 72,38.9215811022957,-76.9937613602702,,2019-01-21T18:20:00.000Z,2019-01-21T18:30:06.000Z,259275135,19011971-01
-77.005893691262727,38.906049530007046,19011972,2019-01-21T20:05:40.000Z,EVENING,OTHERS,THEFT/OTHER,1200 - 1229 BLOCK OF 1ST STREET NE,399489,137576,6,6C,5,501,Cluster 25,010600 2,010600,Precinct 83,38.9060417408735,-77.0058914055214,NOMA,2019-01-21T19:01:29.000Z,2019-01-21T19:38:56.000Z,259275136,19011972-01
-77.072842191964739,38.915954166556652,19011978,2019-01-21T20:45:37.000Z,EVENING,OTHERS,THEFT/OTHER,1900 1979  BLOCK OF 37TH STREET NW,393683,138678,2,2E,2,206,Cluster 4,000300 3,000300,Precinct 6,38.9159463779251,-77.0728398847711,,2019-01-21T18:48:57.000Z,2019-01-21T19:56:54.000Z,259275137,19011978-01
-77.025772458017727,38.880985547653239,19011994,2019-01-21T23:55:07.000Z,MIDNIGHT,OTHERS,THEFT F/AUTO,900 - 1199 BLOCK OF MAINE AVENUE SW,397764,134794,6,6D,1,103,Cluster 9,010200 2,010200,Precinct 142,38.8809777643159,-77.025770167616,SOUTHWEST,2019-01-21T13:00:41.000Z,2019-01-21T20:00:51.000Z,259275138,19011994-01
-77.007484674568886,38.90564406310115,19011996,2019-01-21T20:44:21.000Z,EVENING,OTHERS,THEFT/OTHER,1 - 99 BLOCK OF M STREET NE,399351,137531,6,6C,5,501,Cluster 25,010600 2,010600,Precinct 83,38.9056362741086,-77.0074823883569,NOMA,2019-01-21T19:10:30.000Z,,259275139,19011996-01
-77.011838774636942,38.951586098412257,19012007,2019-01-21T21:28:19.000Z,EVENING,OTHERS,BURGLARY,5000  - 5099 BLOCK OF 1ST STREET NW,398974,142631,4,4D,4,407,Cluster 19,002202 1,002202,Precinct 57,38.9515783003232,-77.0118364842597,,2019-01-21T19:13:51.000Z,2019-01-21T21:11:23.000Z,259275140,19012007-01
-77.004358535756367,38.877006600332841,19012009,2019-01-21T20:13:15.000Z,EVENING,OTHERS,THEFT/OTHER,1100 - 1199 BLOCK OF NEW JERSEY AVENUE SE,399622,134352,6,6D,1,106,Cluster 27,007200 2,007200,Precinct 131,38.8769988170006,-77.0043562522648,CAPITOL RIVERFRONT,2017-12-05T12:00:35.000Z,2019-01-21T18:00:41.000Z,259275141,19012009-01
-77.01893318557687,38.906048144348439,19012030,2019-01-21T21:26:58.000Z,EVENING,OTHERS,THEFT F/AUTO,1200 - 1220 BLOCK OF 5TH STREET NW,398358,137576,6,6E,3,308,Cluster 7,004802 2,004802,Precinct 18,38.9060403557013,-77.0189308957749,,2019-01-21T20:31:50.000Z,2019-01-21T21:01:34.000Z,259275142,19012030-01
-76.990251814999567,38.882546436402123,19012032,2019-01-21T21:15:41.000Z,EVENING,OTHERS,THEFT/OTHER,500 - 503 BLOCK OF 12TH STREET SE,400846,134967,6,6B,1,106,Cluster 26,006900 1,006900,Precinct 91,38.8825386514268,-76.9902495355631,CAPITOL HILL,2019-01-21T20:19:37.000Z,,259275143,19012032-01
-77.018552622196609,38.94998175268865,19012041,2019-01-21T21:54:19.000Z,EVENING,GUN,ASSAULT W/DANGEROUS WEAPON,400  - 499 BLOCK OF EMERSON STREET NW,398392,142453,4,4D,4,407,Cluster 18,002202 3,002202,Precinct 55,38.9499739551734,-77.0185503298262,,2019-01-21T20:35:55.000Z,2019-01-21T20:40:34.000Z,259275144,19012041-01
-77.021920182553515,38.909110460466373,19012042,2019-01-21T21:48:12.000Z,EVENING,OTHERS,THEFT/OTHER,1400 - 1499 BLOCK OF 7TH STREET NW,398099,137916,6,6E,3,307,Cluster 7,004901 2,004901,Precinct 18,38.9091026713132,-77.0219178916343,,2019-01-21T20:43:50.000Z,2019-01-21T21:20:24.000Z,259275145,19012042-01
-76.968070372325954,38.923098098254037,19003621,2019-01-06T17:40:27.000Z,EVENING,OTHERS,THEFT F/AUTO,2500 - 2599 BLOCK OF 28TH STREET NE,402769,139469,5,5C,5,503,Cluster 22,011100 1,011100,Precinct 71,38.9230903042737,-76.9680680973251,,2019-01-06T17:08:54.000Z,2019-01-06T17:40:32.000Z,259275146,19003621-01
-76.919194102271632,38.885870011933577,19003654,2019-01-06T19:03:29.000Z,EVENING,OTHERS,THEFT/OTHER,5561 - 5698 BLOCK OF CENTRAL AVENUE SE,407011,135339,7,7E,6,604,Cluster 33,009905 2,009905,Precinct 105,38.8858622236452,-76.9191918447653,,2019-01-06T18:24:21.000Z,2019-01-06T18:42:55.000Z,259275147,19003654-01
-76.942560360838399,38.867542739632846,19003658,2019-01-06T19:00:27.000Z,EVENING,OTHERS,THEFT F/AUTO,1500 - 1599 BLOCK OF 42ND STREET SE,404985,133303,7,7E,6,605,Cluster 34,009902 1,009902,Precinct 110,38.8675349559123,-76.9425580971678,,2019-01-06T00:05:01.000Z,2019-01-06T16:15:11.000Z,259275148,19003658-01
-77.050108216289019,38.906255133008443,19003663,2019-01-06T19:33:10.000Z,EVENING,OTHERS,THEFT F/AUTO,1200 - 1299 BLOCK OF 23RD STREET NW,395654,137600,2,2A,2,207,Cluster 5,005500 3,005500,Precinct 4,38.9062473454827,-77.050105916767,,2019-01-06T13:00:36.000Z,2019-01-06T15:20:41.000Z,259275149,19003663-01
-77.027316120787617,38.969455890176413,19003667,2019-01-06T19:42:36.000Z,EVENING,OTHERS,THEFT/OTHER,6500  - 6599 BLOCK OF GEORGIA AVENUE NW,397633,144615,4,4A,4,402,Cluster 17,001804 2,001804,Precinct 61,38.969448089067,-77.0273138244938,,2019-01-06T18:31:55.000Z,2019-01-06T18:33:57.000Z,259275150,19003667-01
-76.971362593558695,38.851662495603911,19003669,2019-01-06T19:25:11.000Z,EVENING,OTHERS,THEFT F/AUTO,2337 - 2435 BLOCK OF ALABAMA AVENUE SE,402486,131539,8,8B,7,702,Cluster 36,007408 1,007408,Precinct 115,38.8516547161602,-76.9713603218838,,2019-01-06T18:15:17.000Z,2019-01-06T18:48:23.000Z,259275151,19003669-01
-77.010644519915701,38.911472218034085,19003670,2019-01-06T19:30:40.000Z,EVENING,OTHERS,BURGLARY,16 - 59 BLOCK OF FLORIDA AVENUE NW,399077,138178,5,5E,3,308,Cluster 21,004600 1,004600,Precinct 19,38.9114644279842,-77.0106422323637,,2018-12-01T15:00:55.000Z,2019-01-06T18:30:32.000Z,259275152,19003670-01
-76.978407625940349,38.945846430927659,19003672,2019-01-07T21:18:48.000Z,EVENING,OTHERS,THEFT/OTHER,1922 - 1949 BLOCK OF MICHIGAN AVENUE NE,401872,141994,5,5B,5,503,Cluster 20,009503 1,009503,Precinct 67,38.9458386327476,-76.9784053463293,,2019-01-06T18:37:59.000Z,2019-01-06T19:18:46.000Z,259275153,19003672-01
-77.019905574826041,38.878851706052089,19003675,2019-01-06T19:57:09.000Z,EVENING,OTHERS,THEFT/OTHER,900 - 999 BLOCK OF 6TH STREET SW,398273,134557,6,6D,1,103,Cluster 9,010200 2,010200,Precinct 142,38.8788439229266,-77.0199032863812,SOUTHWEST,2019-01-06T19:14:51.000Z,2019-01-06T19:45:08.000Z,259275154,19003675-01
-76.991542926021921,38.880276422762712,19003681,2019-01-06T20:32:12.000Z,EVENING,OTHERS,THEFT/OTHER,600 - 799 BLOCK OF 11TH STREET SE,400734,134715,6,6B,1,106,Cluster 26,007000 2,007000,Precinct 90,38.8802686382935,-76.9915406463217,CAPITOL HILL,2019-01-06T03:00:57.000Z,2019-01-06T03:01:02.000Z,259275155,19003681-01
-76.983932643234013,38.845863467076818,19003686,2019-01-06T20:58:11.000Z,EVENING,OTHERS,THEFT/OTHER,1414 1499  BLOCK OF ALABAMA AVENUE SE,401395,130895,8,8E,7,705,Cluster 38,007304 1,007304,Precinct 120,38.8458556892715,-76.9839303679978,,2019-01-06T19:33:09.000Z,2019-01-06T20:08:46.000Z,259275156,19003686-01
-77.062835885488312,38.905600379438127,19003687,2019-01-06T20:59:44.000Z,EVENING,OTHERS,THEFT/OTHER,1200 - 1237 BLOCK OF WISCONSIN AVENUE NW,394550,137528,2,2E,2,206,Cluster 4,000202 3,000202,Precinct 6,38.9055925925196,-77.0628335820436,GEORGETOWN,2019-01-06T19:11:07.000Z,2019-01-06T19:12:12.000Z,259275157,19003687-01
-77.063920231371171,38.944876069581561,19003689,2019-01-06T20:49:53.000Z,EVENING,OTHERS,THEFT/OTHER,4200 - 4399 BLOCK OF CONNECTICUT AVENUE NW,394459,141888,3,3F,2,203,Cluster 12,001200 4,001200,Precinct 33,38.9448682747899,-77.0639179251835,,2019-01-06T19:40:19.000Z,2019-01-06T20:07:34.000Z,259275158,19003689-01
-76.992093662617847,38.902518136859761,19003696,2019-01-06T20:48:41.000Z,EVENING,OTHERS,THEFT/OTHER,1000 - 1099 BLOCK OF K STREET NE,400686,137184,6,6A,1,104,Cluster 25,008410 1,008410,Precinct 82,38.9025103479241,-76.99209138139,,2018-12-30T02:17:09.000Z,2018-12-30T02:19:07.000Z,259275159,19003696-01
-76.992900527628763,38.903896466998809,19003698,2019-01-06T23:27:52.000Z,MIDNIGHT,OTHERS,THEFT/OTHER,908 - 1006 BLOCK OF FLORIDA AVENUE NE,400616,137337,6,6A,5,506,Cluster 25,008410 1,008410,Precinct 82,38.9038886778152,-76.9928982460655,,2019-01-06T18:30:55.000Z,2019-01-06T18:45:05.000Z,259275160,19003698-01
-77.058082836451547,38.934832073647613,19003715,2019-01-06T22:19:34.000Z,EVENING,OTHERS,THEFT/OTHER,3319 - 3499 BLOCK OF CONNECTICUT AVENUE NW,394964.33,140772.69,3,3C,2,203,Cluster 15,001302 2,001302,Precinct 27,38.9348242806608,-77.0580805326973,,2019-01-06T21:17:08.000Z,2019-01-06T21:30:24.000Z,259275161,19003715-01
-77.019903260050739,38.911867374578804,19003719,2019-01-07T00:49:16.000Z,MIDNIGHT,OTHERS,THEFT/OTHER,1600 - 1699 BLOCK OF 6TH STREET NW,398274,138222,6,6E,3,308,Cluster 7,004801 1,004801,Precinct 18,38.9118595847946,-77.0199009695911,,2019-01-05T17:40:00.000Z,2019-01-05T18:00:06.000Z,259275162,19003719-01
-77.027046194038775,38.896740913533932,19003720,2019-01-06T23:04:51.000Z,MIDNIGHT,OTHERS,THEFT/OTHER,500 - 599 BLOCK OF 11TH STREET NW,397654,136543,2,2C,2,209,Cluster 8,005800 1,005800,Precinct 129,38.8967331270661,-77.0270439022789,DOWNTOWN,2019-01-06T17:00:28.000Z,2019-01-06T19:30:51.000Z,259275163,19003720-01
-77.027038900550394,38.907911277794753,19003724,2019-01-06T21:30:24.000Z,EVENING,OTHERS,THEFT/OTHER,1300 - 1399 BLOCK OF 11TH STREET NW,397655,137783,2,2F,3,307,Cluster 7,005002 3,005002,Precinct 17,38.9079034890743,-77.0270366081104,,2019-01-06T19:00:48.000Z,2019-01-06T21:00:45.000Z,259275164,19003724-01
-77.063920231371171,38.944876069581561,19003737,2019-01-06T22:17:48.000Z,EVENING,OTHERS,THEFT/OTHER,4200 - 4399 BLOCK OF CONNECTICUT AVENUE NW,394459,141888,3,3F,2,203,Cluster 12,001200 4,001200,Precinct 33,38.9448682747899,-77.0639179251835,,2019-01-06T21:13:06.000Z,2019-01-06T21:18:18.000Z,259275165,19003737-01
-77.038519676946464,38.90313362995883,19003739,2019-01-06T21:54:54.000Z,EVENING,OTHERS,THEFT F/AUTO,1000 - 1099 BLOCK OF 17TH STREET NW,396659,137253,2,2B,2,207,Cluster 6,010700 1,010700,Precinct 17,38.9031258426299,-77.0385173812235,GOLDEN TRIANGLE,2019-01-06T21:37:55.000Z,2019-01-06T21:53:07.000Z,259275166,19003739-01
-76.965840185194324,38.86031811095588,19003743,2019-01-06T22:35:34.000Z,EVENING,OTHERS,THEFT/OTHER,2800 - 2999 BLOCK OF ALABAMA AVENUE SE,402965,132500,7,7B,6,606,Cluster 35,007603 2,007603,Precinct 113,38.8603103295591,-76.9658379147128,,2019-01-06T21:15:27.000Z,,259275167,19003743-01
-77.073023943249027,38.935799383085261,19003749,2019-01-06T22:36:59.000Z,EVENING,OTHERS,THEFT/OTHER,3422 - 3499 BLOCK OF WISCONSIN AVENUE NW,393669,140881,3,3C,2,203,Cluster 14,001002 2,001002,Precinct 29,38.9357915904622,-77.073021634783,,2019-01-06T21:35:22.000Z,2019-01-06T22:16:06.000Z,259275168,19003749-01
-77.016215135483094,38.918516096350167,19003754,2019-01-07T00:00:00.000Z,MIDNIGHT,GUN,HOMICIDE,200 - 399 BLOCK OF V STREET NW,398594,138960,1,1B,3,306,Cluster 3,003400 1,003400,Precinct 20,38.918508305088,-77.0162128457658,,2019-01-06T19:56:50.000Z,2019-01-06T22:54:07.000Z,259275169,19003754-01
-77.027042077055711,38.916289034148832,19003756,2019-01-06T22:47:21.000Z,EVENING,OTHERS,THEFT F/AUTO,1900 - 1999 BLOCK OF 11TH STREET NW,397655,138713,1,1B,3,305,Cluster 3,004400 2,004400,Precinct 22,38.9162812437395,-77.0270397841027,,2019-01-06T18:00:24.000Z,2019-01-06T22:20:28.000Z,259275170,19003756-01
-77.071566642728058,38.920305979779819,19003767,2019-01-07T01:13:24.000Z,MIDNIGHT,OTHERS,THEFT/OTHER,2241 - 2318 BLOCK OF WISCONSIN AVENUE NW,393794,139161,3,3B,2,204,Cluster 14,000300 1,000300,Precinct 11,38.9202981902236,-77.0715643356651,,2019-01-06T22:37:41.000Z,2019-01-06T23:01:00.000Z,259275171,19003767-01
-77.027049292326481,38.904911494743835,19006376,2019-01-11T13:31:35.000Z,DAY,OTHERS,THEFT F/AUTO,1101 - 1199 BLOCK OF 11TH STREET NW,397654,137450,2,2F,3,307,Cluster 8,005002 4,005002,Precinct 17,38.9049037066286,-77.0270470000666,,2019-01-11T12:00:27.000Z,2019-01-11T13:06:49.000Z,259275172,19006376-01
-76.99755795071674,38.910391676510748,19006389,2019-01-11T13:56:25.000Z,DAY,OTHERS,THEFT F/AUTO,400 - 500 BLOCK OF PENN STREET NE,400212,138058,5,5D,5,501,Cluster 23,008803 1,008803,Precinct 76,38.9103838861909,-76.9975556673065,,2019-01-11T13:16:25.000Z,,259275173,19006389-01
-77.031954778720987,38.917557968848747,19006393,2019-01-11T14:23:42.000Z,DAY,OTHERS,THEFT F/AUTO,2000 - 2099 BLOCK OF 14TH STREET NW,397229,138854,1,1B,3,305,Cluster 3,004300 1,004300,Precinct 22,38.917550178367,-77.0319524841605,,2019-01-11T13:35:11.000Z,2019-01-11T14:23:49.000Z,259275174,19006393-01
